mntiadd,mntiadmin,mntiadminnum,mntidetails,mntihigh,mntilistno,mntiname,mntinfdt,mntisname,mntisummary,mntitop
대구광역시 수성구 매호동 ,수성구청,053-665-2000,"수성구는 신라 시대에 위화군(火郡, 上村昌郡이라고도함)인데 경덕왕이 수창군이라하였다. 고려 초에 수성군으로 바뀌어 현종 9년(1018)에 수성군사로 경주에 속했다가 공양왕 2년(1390)에 해안현(解顔縣, 慶州任內에 속했는데 그 시대는 미상이다)을 겸하여 감무를 두었다. 조선 태조 3년(1394)에 대구겸관으로 삼았다가 태종 14년(1414)에 대구에 합속시켰으며, 1419년에 수성현사로 대구임내에 속하게 된 고증과 사유로 명명된 수성구 수성야(현재는 도시계획으로 구획정리되어 황금동, 두산동으로 되었음)가 구 담당의 중심지를 이루고 있으며 1980년 4월 1일 구 신설 시 수성구로 명명되었다. 1981년 7월 1일 대구광역시로 승격 시 경산시 고산면이 편입되어 구역이 확장되었다. 수성구 전체 면적의 76.6%가 녹지지역 모든 지역 공원화로 숲에 덮인 아름다운 도시경관 창출(녹지지역 76.6%) 공항, 역, 터미널 근접으로 교통 편리함. 고산은 아주 옛날 삼한시대에는 압독 또는 압량이라는 조그만 나라 일부였다가 신라에 합쳐졌으며 신라 경덕왕(741년) 때는 장산군 읍서면이었는데 고려 현종 9년(1018년)에는 경주시 서면에 속했고 충선왕(1308년) 때는 옥산부 서면이라고 불렀다. 조선 선조(1577년) 때 경산현이 대구부에 속하게 되자 대구부 부동면이 되었다가 경산이 다시 현이 되자(1897년) 경산현 현서면이 되었다. 조선 고종 때 경산시 서면이라 고쳐 부르다가 1914년 행정구역 개편으로 경산시 고산면이라 부르게 되었으며 고산면에는 13개의 법정동이 있었습니다. 마을 뒷산인 고산에 삼국시대에 쌓은 것으로 보이는 토성이 있어서 성동이라고 부르게 되었으며 성산봉대, 고산 서당 등 사적이 있으며 북쪽에는 금호강이 흐르고 있다. 1850년쯤 진용백이란 분이 경영하던 행자정이라는 상점이 있었다는 행자정 마을, 옛 고산서원이 있었던 서원마을로 이루어져 있다.
.",95.3,272600101,고산,20201201, , , 
전라북도 고창군 성송면 산수리,고창군청,063-564-2121,( - ),528.3,457900201,고산,20201201, , , 
경상북도 청송군 진보면 추현리,청송군청,1577-7997,( - ),528.5,477500201,고산,20201201, , , 
전라북도 진안군 동향면 자산리,진안군청,063-430-2114,( - ),875.8,457200101,고산,20201201, , , 
대구광역시 수성구 성동 ,수성구청,053-665-2000,"수성구(壽城區)는 신라시대에 위화군( 喟火郡, 上村昌郡이라고도함)인데 경덕왕이 수창군(壽昌郡)이라하였다.고려초에 수성군(壽城郡)으로 바뀌어 현종 9년(1018)에 수성군사(壽城郡司)로 경주에 속했다가 공양왕 2년(1390)에 해안현(解顔縣, 慶州任內에 속했는데 그 시대는 미상이다)을 겸하여 감무(監務)를 두었다.조선 태조3년(1394)에 대구겸관으로 삼았다가 태종 14년(1414)에 대구에 합속(合屬)시켰으며, 1419년에 수성현사(壽城縣司)로 대구임내(大邱任內)에 속하게 된 고증과 사유로 명명(命名)된 수성구(壽城區) 수성야(壽城野, 현재는 도시계획으로 구획정리되어 황금동, 두산동으로 되었음)가 구(區) 관할(管轄)의 중심지를 이루고 있으며 1980년 4월 1일 구(區) 신설시 수성구(壽城區)로 명명(命名)되었다.",0.0,272601501,고산,20201201, , , 
전라남도 함평군 대동면 향교리,함평군청,061-320-3114,지형은 자라가 누워있는 형상으로 지세는 전체적으로 완만하나 정상 부분 8~9부 능선 65도 정도의 경사가 이루어져 있는 것만 빼고 등반하기가 양호한 편이다. 함평에서 불갑산 다음으로 큰 산이며 경관도 아름다우며 노선이 어느 정도 정비가 되어 있다. 박쥐 중 유일하게 멸종위기 1급에 올라 있으며 고산봉 일대 (8.8km)는 붉은 박쥐의 집단동면지역으로 붉은 박쥐와 서식지를 보호하기 위해 생태계 보전 지역에 지정되어 있으며 지형은 박쥐가 서식하기 좋은 조건인 바위 동굴이 여기저기 형성되어있다.,361.8,468600101,고산봉,20201201, , , 
경기도 안성시 양성면 덕봉리,안성시청,031-678-2114,고성산은 등산로가 전체적으로 산책로처럼 되어 있어 산의 크기에 비해 많은 사람이 찾는 산이다. 칠곡 저수지에는 먹거리와 숙박시설이 잘되어 있어 등산객들에게 편리함을 준다.,298.2,415500201,고성산,20201201, , , 
전라북도 부안군 행안면 역리,부안군청,063-580-4191,( - ),68.3,458000301,고성산,20201201, , , 
전라남도 장성군 삼계면 부성리,장성군청,061-393-1989,"크게 화려하거나 요란하지 않지만, 그런대로 쏠쏠하게 볼거리가 있고 전망도 좋은 산이다. 해발 약 500m 정도의 나지막한 산이지만 정상에 오르면 멀리 영광 쪽 바다에 배가 떠다니는 모습이 보이고 무등산을 물론 광주 시내까지도 조명할 수 있는 산이다. 광주에서 거리도 그리 멀지 않아 당일치기로 다녀와도 무리가 없다. 작은 규모에 비해 등산로는 꽤 가파른 편이며 아기자기한 암벽 미도 그만이다.",546.8,468800401,고성산,20201201, , , 
경상북도 김천시 부곡동 ,김천시청,054-420-6114,"고성산은 양천동과 부곡동 일원에 걸쳐 있으며 웅장하고 수려하지는 않지만 아기자기하고 고느적인 맛이 드는 곳이며 정상에 오르기 전 가파르게 이어진 능선에 암봉과 토끼바위가 솟아있고 정상에 못 미쳐 2006년도에 설립한 고성정이 세워져 있어 조화를 이루고 있으며 쉼터로 활용되고 있다. 그 뒤편에 최고봉이 정상인데 이 구간이 경관이 좋은 백미 구간이다. 정상 발아래 시가지가 펼쳐져 있으며, 감천과 직지천이 굽이쳐 흐르고 북으로는 황악산과 동남 방향으로는 암골미를 자랑하는 금오산이 불쑥 솟아있다. 이곳으로 오르는 길은 주택가와 인접해있으며 등산로 입구도 여러 방향으로 나뉘어있다.",482.3,471500301,고성산,20201201, , , 
전라북도 완주군 화산면 춘산리,완주군청,063-290-2114,( - ),374.8,457100201,고성산,20201201, , , 
강원특별자치도 고성군 현내면 산학리,고성군청,033-680-3114,( - ),297.0,428200401,고성산,20201201, , , 
강원특별자치도 삼척시 오분동 ,삼척시청,033-572-2011,"오십천이 동해로 흘러가는 육백지맥 마지막 3구간의 해안과 맞닿아 있는 작은 산으로, 지금은 사람의 왕래가 거의 없어 등산로가 뚜렷하지 않으나 전문 산꾼들에게는 의미 있는 산이다. 정상에 서면 오십천이 동해로 합류하는 지점이 내려다보이고 탁 트인 동해를 보면 가슴이 확 트이는 느낌이 든다.",99.7,422300501,고성산,20201201, , , 
경기도 안성시 양산면 덕봉리,안성시청,031-678-2114,( - ),0.0,415503101,고성산,20201201, , , 
충청북도 괴산군 불정면 탑촌리,괴산군청,043-830-3114,( - ),524.6,437600101,고양봉,20201201, , , 
강원특별자치도 홍천군 서석면 풍암리,홍천군청,033-432-7801,"강원도 정선군에서도 가장 오지 마을이라 할 수 있는 임계면 고양리에 있는 산이다. 그리고 반론산(1,068)은 고양산에서 북쪽 여량 방면으로 뻗은 능선 상 최고봉으로 고양산과는 약 4km 정도 거리를 두고 있는 산이다. 이 두 산의 주체는 배낭족의 낙원이라 불리던 골지천(骨只川)이 된다. 즉 골지천에서도 가장 하이라이트라 할 수 있는 구미동, 어전동, 성북동, 봉정리 등이 이 두 산을 감싸면서 휘돌고 있다. 골지천(骨只川)에 솟아 있는 어머니같이 넉넉하고 편안한 품을 펼치고 있는 고양산은 정선의 오지 중의 오지인 임계면에 자리 잡고 있다.",828.6,427200301,고양산,20201201, , , 
강원특별자치도 정선군 여량면 고양리,정선군청,033-562-3911,( - ),1152.3,427700801,고양산,20201201, , , 
경기도 연천군 왕징면 고왕리,연천군청,031-834-2211,( - ),0.0,418000301,고왕산,20201201, , , 
충청남도 아산시 영인면 신화리,아산시청,1577-6611,"영인면 성내리와 신봉리의 경계에 있는 산으로, 초목은 없고 큰 돌만 많이 쌓여 있는 산봉우리가 들 가운데 우뚝 솟아 고용산이라 불린다. 사방을 내려다볼 수 있음은 물론 서해대교가 한눈에 들어오는 전망 좋은 산이다. 특히 서해안 낙조가 환상적이며, 봄철에는 많은 진달래가 피는 산이기도 하다. 병자호란 때 이 지방 남녀들이 모두 이 산에 올라와 피난하는데 적병들이 사방에서 봉우리를 에워싸고 올라오고 있었다. 그때 모든 사람이 공격해 오는 적병을 향하여 돌을 내리쳐서 완전히 물리쳤다 한다. 그 돌이 그렇게 많이 쌓였던 까닭은 토정 이지함 선생의 선견지명 덕분이라고 한다. 고용산에는 용수사, 용화사, 고용사 등의 사찰과 미륵불상, 석조여래입상 등이 있다.",295.8,442000201,고용산,20201201, , , 
울산광역시 울주군 상북면 산전리,울주군청,052-229-7000,( - ),760.8,317100401,고운산,20201201, , , 
서울특별시 서대문구 홍제동 ,서대문구청,02-330-1301,"서울 서대문구 홍제1동에 있는 산으로 높이가 127m로 낮은편이며 완만한 경사로 인해 쉽게 오를수 있는 산이다. 2007년초 정상부근 군부대시설물을 철거하고 팥배나무, 산딸나무, 좀작살나무 등 꽃과 나무를 심어 능선부 등산로를 새로 조성하였다.",0.0,114100501,고은산,20201201, , , 
경기도 양주시 고암동 ,양주시청,031-8082-4114,( - ),200.8,416300301,고장산,20201201, , , 
세종특별자치시  전동면 청람리,연기군청,044-300-3114,"동막골에 위치한산으로 동쪽으로 국사봉 서쪽으로 금이산, 작성산이 시야에들어오고 북으로는 경부선 철도가 지난다.",0.0,447302201,고장산,20201201, , , 
충청남도 논산시 연산면 고정리,논산시청,041-746-5114,( - ),0.0,442300201,고정산,20201201, , , 
경상북도 예천군 용궁면 가야리,예천군청,054-654-3801,( - ),150.7,479000201,고종산,20201201, , , 
경상남도 함안군 대산면 대사리,함안군청,055-580-2114,( - ),130.2,487300401,고종산,20201201, , , 
경상북도 포항시 북구 신광면 만석리,포항시청,054-270-8282,( - ),347.9,471100101,고주산,20201201, , , 
충청남도 공주시 반포면 공암리,공주시청,1899-0088,( - ),319.0,441500401,고청봉,20201201, , , 
경기도 화성시 남양읍 남양리,화성시청,1577-4200,화성시 남양동에 있는 산으로 산세가 완만하며 등산 노선이 길지 않아 가벼운 등산코스로 이용되고 있다.,148.3,415900201,고초봉,20201201, , , 
강원특별자치도 정선군 사북읍 사북리,정선군청,033-562-3911,( - ),0.0,427709501,고토재산,20201201, , , 
대전광역시 동구 내탑동 ,동구청,042-251-4114,( - ),219.9,301100401,고해산,20201201, , , 
울산광역시 울주군 상북면 궁근정리,울주군청,052-229-7000,"억새군락으로 유명한 영남알프스로 불리는 7개 산 중 하나인 고헌산은 경부고속국도 언양 나들목에서 서북쪽에 솟아 있는 산이다. 서쪽으로 영남알프스 산 중 가장 높은 가지산과 가까이 있다. 산 동쪽 아래에는 사연댐이 있다. 고헌산은 상북면과 언양읍 두서면의 경계를 이루고 있는 높은 산이다. 태양을 숭배하는 민족들은 발자국이라도 태양에 가까운 높은 산을 태양신에 접근하기 쉬운 것으로 생각하였으며 또 하늘의 신이 하계할 때는 하늘에 가까운 높은 산으로 내려오는 것으로 믿고 있었다. 이 고헌산은 언양 사람들이 가뭄이 되면 기우제를 지내던 곳이기도 한데, 기우제를 지내는 것은 비가 내리고 안 내리는 것이 오로지 신의 작용에 의한 것이라 믿는 우주관에서 비롯된 것이라 할 수 있다. 그들은 용샘이 있는 높은 정상에서 부정을 피해 하늘과 산신과 비를 다스리는 용신에게 정성껏 비를 빌었다 한다. 경부고속도로 언양 나들목에서 서북방향으로 9㎞(석남사 길)쯤 들어간 장성리 쪽에서 북으로 보이는 산으로 서쪽으로 가지산이, 남으로는 신불산 간월산과 영취산(취서산)이 이어져 있으며, 산꼭대기는 돌멱으로 이루어져 있으며, 산 아래 동쪽에는 사연댐이 있다.",1034.1,317100501,고헌산,20201201, , , 
강원특별자치도 고성군 수동면 외면리,고성군청,033-680-3114,( - ),0.0,428200601,고황봉,20201201, , , 
경기도 가평군 설악면 이천리,가평군청,031-580-2114,"곡달산이 자리한 설악면은 경기도에서 오지다. 평호수와 용문산 줄기가 감싸는 곳에 마을이 형성되어 교통이 불편하고 접근하기가 쉽지 않다. 경춘국도에서 평댐을 건너 이십 리를 달리면 솔치재가 나온다. 이 고개에서 오르는 코스가 가장 무난하다. 오른다 해도 정상까지 두 시간이면 충분하다. 산행에 들기 전에 물을 준비하는 것을 잊지 말아야 한다. 솔치재 휴게소나 서쪽의 도로를 따라가다가 작은 개울에서 물을 구할 수 있다. 한우재에서 오를 수도 있으나 정상까지 비탈을 오르는 단조로움이 있다. 정상에 오른 후 솔고개로 하산하거나 금강사로 하산할 수 있다. 금강사 쪽에서 오를 수도 있겠으나 골프장이 생긴 후로 다니는 사람이 드물다. 지금 한 공사 중인 동서고속도로가 준공되고 설악면 나들목이 생기면 이 산은 서울에서 30분도 안 걸리는 서울 근교의 산으로 주목받을 것으로 보인다. 힘들지 않게 봉우리를 오르내릴 수 있어 가족 산행이나 실버 산행지로 권할 만하다.",627.9,418200701,곡달산,20201201, , , 
